               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,              0.0283,            0.012443,          0.00093297,             0.87352,             0.85686,              0.8817,             0.55891,            0.031714,            0.011966,          0.00097422,            0.002179,            0.002179,            0.002179
                  81,            0.027663,            0.012548,          0.00091118,             0.88763,             0.83236,             0.88266,             0.56449,            0.030926,            0.011726,          0.00084433,             0.00208,             0.00208,             0.00208
                  82,             0.02777,            0.012333,          0.00078754,              0.8986,             0.82212,             0.87759,             0.57334,            0.030484,            0.011617,          0.00073478,            0.001981,            0.001981,            0.001981
                  83,            0.027182,            0.012076,          0.00071765,              0.9012,             0.83024,             0.88599,             0.55631,             0.03065,            0.011536,          0.00088284,            0.001882,            0.001882,            0.001882
                  84,            0.027295,             0.01249,          0.00072129,             0.88098,              0.8426,             0.90984,             0.59607,            0.030429,            0.011522,          0.00085536,            0.001783,            0.001783,            0.001783
                  85,            0.027013,            0.012194,          0.00089877,             0.87926,             0.84281,             0.89498,             0.57803,            0.030585,            0.011558,          0.00089157,            0.001684,            0.001684,            0.001684
                  86,            0.027219,            0.012739,          0.00067259,             0.90142,             0.80991,             0.88561,              0.5597,            0.031364,             0.01167,          0.00081186,            0.001585,            0.001585,            0.001585
                  87,            0.026896,            0.012282,          0.00074069,             0.89132,             0.83916,             0.89598,             0.58869,            0.030259,            0.011554,          0.00093148,            0.001486,            0.001486,            0.001486
                  88,            0.027121,            0.012438,          0.00066069,             0.89773,             0.82895,             0.89766,             0.58541,             0.03005,            0.011508,          0.00078759,            0.001387,            0.001387,            0.001387
                  89,            0.026671,            0.012325,          0.00068762,             0.85915,             0.86081,             0.90888,             0.56473,                0.03,            0.011507,          0.00076387,            0.001288,            0.001288,            0.001288
